yaw,pitch,roll,x,y,z,x_velocity,y_velocity,z_velocity,yaw_angle,pitch_angle,roll_angle,yaw_angle_velocity,pitch_angle_velocity,roll_angle_velocity
0.007868013077669933,0.01875205310570527,0.020792640681150498,0.009383520852273564,0.016862749516999953,0.0038591739741021536,0.008445313821543732,0.0195837127378532,0.08474439692814228,0.10612515787003907,0.010877991913903262,0.023937610327897763,0.003905957008030564,0.0232412192283748,0.032324321670335165
0.003603831306564498,0.006887408831084629,0.0010721992372940692,0.01046225619198382,0.01654843154261959,0.0037288621617591056,0.0111055936500013,0.014440948126278386,0.08429405839026449,0.10599197238375346,0.010811299791125162,0.011987802944014136,0.00366520220582478,0.01635230506383506,0.045741768859808185
0.02992528134235417,0.03730316942436429,0.06581708288972687,0.009981885257387635,0.015964420240040633,0.003943936953980459,0.01258165172369985,0.017139434050796543,0.08446820148992784,0.10537862579649859,0.007055763641310997,0.01779900492588382,0.0018446972121570482,0.0018653984788958855,0.013914457974063654
0.030155048906281734,0.029784474250644788,0.07347330656882733,0.010494884641109148,0.01545180937118995,0.003928697688642777,0.010565258873487637,0.014801662228985046,0.08476790024126968,0.10595180487607658,0.00836545205496353,0.018605945840548865,0.0023874732042935554,0.007222806967017326,0.005812822195636502
0.029849972343272135,0.011398434732892815,0.04932503091846263,0.0107077432014262,0.014470845375544106,0.0036285808712654133,0.010118398204956358,0.014435623408401765,0.08492856598090959,0.10630897599335509,0.012727067226722344,0.017331751719584232,0.004802428151938459,0.03043802763250375,0.005222563093162269
0.028252353722724943,0.003482667709599374,0.0044007918629734855,0.01161370706108078,0.014331709581863972,0.0036761222199610116,0.009128061865058157,0.01453570846439467,0.08502952431047217,0.10600550641559692,0.014127941058642346,0.01761392451985433,0.006125809036932411,0.039928904480785565,0.00511094530037437
0.01715664619970325,0.03959201542137403,0.09517709467455404,0.011552175532156261,0.013377201151582974,0.003972805032030721,0.00976037041232991,0.017299913935984512,0.08542389239848625,0.10602373684302369,0.011892130889640473,0.02323038785583098,0.003562074212039079,0.016916859777180715,0.024484480501763495
0.01443588735142809,0.022096775754166575,0.047204581142623714,0.01300069682029581,0.013151990932895652,0.004048165658941255,0.007985321034515103,0.013459759652176384,0.08516642492320137,0.10620539194623757,0.01957399982488439,0.0210082753663845,0.007749547642933646,0.04710102933326632,0.002624400424300455
0.01577736085030257,0.02397956760946529,0.016123037865710454,0.013123416924726516,0.012869750172522898,0.004354683038449381,0.012176594697997145,0.012734190922685462,0.08474943301503712,0.10593034971504833,0.012360528046025498,0.01731957806295814,0.0013892448486834963,0.002560212983090393,0.03400880095883596
0.028924653041745074,0.034047150433686224,0.050229131261449456,0.01375885841512714,0.012660581043195618,0.004360524515756151,0.01311377366193578,0.014069154468752787,0.08502094030209251,0.10572323305699749,0.011567622533751765,0.018784417454595803,0.0005555696580646363,0.011791586760179662,0.02930330039718776
0.028657542754039422,0.028870341800976362,0.0695355263912697,0.014251662540442633,0.011477589110865272,0.00400471205794499,0.013957595230954856,0.015682591666537515,0.08517242924039459,0.1054144003529991,0.009759378577180011,0.025917597490411226,0.0009266050181880314,0.017424484114615835,0.02253719326595316
0.04564859220397255,0.04853370895618914,0.017531557594984815,0.01525511547087055,0.01074497211574621,0.004127832230797421,0.012596512501710733,0.01004939396492055,0.08495111489168028,0.10585184371362999,0.012836151241966909,0.017777458584379513,0.0029108836939963356,0.01047717230495887,0.02558017031910642
0.02134901114310872,0.043141642222392695,0.049406696332673805,0.01513593509146971,0.010299448454100746,0.004435813417150658,0.014941090216715636,0.01100812497692627,0.08475929387730619,0.10564627012945471,0.012198030367620905,0.018046816800857846,0.003156140451173489,0.016819256763425106,0.025316841177704275
0.015447969681841145,0.0054349168663395675,0.02198755379625983,0.014865683881770342,0.010312366145973084,0.003813866399826643,0.015839477801028012,0.010728235607572079,0.08398787676690656,0.10581674108419081,0.009268860131519174,0.018549059600949547,0.0025521929497525353,0.005806239170893235,0.02434132481030382
0.001388614810103328,0.009764160202880623,0.091528109205263,0.015055762651197901,0.009654696740136304,0.0038015067804365726,0.014692272095119696,0.010696925034404559,0.08433081580105961,0.10512163778872807,0.012827438313835593,0.021924610425024804,0.004540024112134833,0.025528603147851603,0.002251098989533018
0.03432156217698812,0.028674519237358087,0.05437012340899472,0.015886433224951646,0.009801063121878839,0.004322870923589378,0.013365006592631457,0.008515152659525183,0.08437938747585694,0.10526759054098189,0.013546253339267955,0.015632583748411255,0.005390180134778988,0.03067930755455356,0.031603588797888604
0.07358989517164688,0.010231831793268253,0.06979396683044026,0.015018584688175629,0.00970210741652966,0.004369529057762861,0.014988409523478463,0.008438341652067916,0.08444708901053166,0.1059864251168725,0.012961411360259412,0.01936792847202562,0.0038741396720433363,0.021860800147409376,0.007531894730531619
0.02882727026331966,0.014766937442631578,0.008266001181075233,0.015839268702251053,0.009652312898893456,0.004222576620302482,0.012346119152983948,0.006866838856233404,0.08468526356424122,0.10612066321111246,0.01792400311300646,0.016769359740259948,0.006371896410274969,0.041138323436455404,0.02117532352361251
0.029923090611410907,0.017729130001796656,0.037638843127488664,0.015565966908759554,0.00967018467996833,0.004264727793223441,0.014216247836562557,0.007061848457108111,0.08470186133625368,0.10587766522064812,0.015019905449970228,0.01705095015221081,0.0034156452370649737,0.016560496807285385,0.015059968934300838
0.028304854025005988,0.0019423480416791428,0.03525908588722215,0.01644935963416283,0.009802212565061141,0.00435179049125263,0.011444018757025276,0.008582972999203298,0.08504635348383927,0.10523657960850441,0.018132666314345736,0.01650338463871237,0.004920579736811148,0.02645181119893958,0.014404907296932778
0.0173016727041726,0.023329466987942804,0.012835723735233118,0.016345016490697084,0.010004922367163605,0.004624249848181383,0.014275389031771113,0.006757314876775777,0.08499079054467562,0.10562642982943693,0.017310038542321826,0.015526113238776729,0.0029284267548806975,0.01307756614843919,0.017820196875407812
0.038347404697744725,0.04279510915973472,0.011244184137714996,0.01612987074841521,0.010295875192681603,0.004319159530408664,0.015857146205670858,0.006275382964967102,0.08452209415691292,0.10554562034265569,0.011880293596718827,0.013105981182584658,7.788960566146308e-05,0.01995352616422602,0.03103281903438493
0.002810221551758807,0.01691673659465953,0.02296148572455714,0.01653525458301608,0.009894265921804146,0.004383992800678582,0.01259483755835511,0.008141589478095512,0.08489395397212307,0.10501238486509845,0.015063616373575117,0.014964431928781163,0.0024139164721425632,0.0057047951633351635,0.014074784768448034
0.05294974705006378,0.0601681001250417,0.015228123450723996,0.016417003875769165,0.010153717658156036,0.003959794512419235,0.013056546624231335,0.0063577647688245476,0.08399311971415369,0.10547132970459894,0.01831809264223916,0.01612210767975908,0.005198721949599805,0.032191138090248816,0.00411645246534853
0.0648841248155212,0.02257337236062873,0.007200764394939996,0.016641556554297443,0.009394559140341763,0.0043371620597487115,0.016225047559771888,0.008731229360149917,0.0847275543102114,0.10493506046791601,0.012662312854213598,0.016725783496643665,0.0011648496988479196,0.0032497356442235947,0.00820675734924492
0.012443046929191293,0.031429205656198,0.00115045158466609,0.016155432439524775,0.009269283210991575,0.004729393655982392,0.014832764350723004,0.006671972004041016,0.08529894850511721,0.10607783370919599,0.015078453280874538,0.018289764080003268,0.0030592110291406405,0.012273810508080074,0.0030113620438686484
0.03322876616263615,0.021542496360346663,0.05732127750422633,0.015066615267641192,0.009367849097291603,0.0036947256789551103,0.016263516707872572,0.0043342295514150475,0.08458800792906362,0.10549069389916566,0.010100065755318188,0.012912683580429851,5.1477230471247415e-05,0.014562025047039628,0.03650658855767952
0.045634391782593875,0.008288529731619532,0.0018930844132480917,0.015474783206356757,0.009277873527211211,0.004606132547839384,0.01409734463993606,0.0068447089822532,0.0851988603558026,0.10402256720998893,0.012767103869294472,0.014484371974616939,0.0037759911426026582,0.012194817650916678,0.02944631822417465
0.08234607611486922,0.0064263268759978676,0.05673648649846963,0.014209723254050455,0.008917405330239048,0.005214700610634337,0.014925337704472186,0.0069714519391880225,0.08567437934003874,0.10554948666321595,0.011084760542354632,0.01702844457531416,0.0019688809639849536,0.008487856839138552,0.0023200085435797213
0.025319277063266643,0.03751491173548538,0.0434089752306589,0.013531252206152478,0.008399437027061196,0.0039639316716439665,0.01686950460224007,0.006041870141822225,0.08550709232565012,0.1063881231352155,0.007991164643887383,0.017562766409397468,0.0003157082598127803,0.013611760564815445,0.004334838239531291
0.05054181640083211,0.001833998170129969,0.027329774334957646,0.01362366419445793,0.007765308550912842,0.004033370199663017,0.013816246532175058,0.005910221933495219,0.08574816817799313,0.10566809017477174,0.013778012083804025,0.016699381742788955,0.004449729960713772,0.025351832563769217,0.004152728692828456
0.014198712559458149,0.027432941286718804,0.0029783202562919664,0.013001905343150155,0.007632277440392188,0.0048816760340417015,0.017999112458872535,0.006082566019715241,0.08562552613716412,0.10549307914112815,0.005920359754039817,0.01675378855357479,6.756918763764497e-05,0.015361967583551017,0.013856627598197946
0.01601879527256017,0.012024858390331294,0.0005444587268206291,0.011257305752385371,0.007360731768982831,0.004175204822838938,0.018087077888537084,0.003303830349498549,0.08551633539296022,0.10581828361914503,0.004582875655469221,0.0158410520129868,2.809573542439381e-05,0.015877789593604197,0.026096571170818872
