Linear_X,Linear_Z,Acceleration_X,Acceleration_Y,Acceleration_Z,Angular_X,Angular_Y,Angular_Z
0.027648410648374422,0.02248805598114273,0.0026708885176793817,0.07259682599031997,0.034392832303136944,0.14073301472035143,0.013434123890646743,0.009313359210913197
0.025748621884971512,0.022819881854505397,0.04943251099406348,0.05707432077099145,0.0023853302715114433,0.04617588899931557,0.04938089390039363,0.013836119608736652
0.02688164981733021,0.0244042847440904,0.07234624399802508,0.006955963228769291,0.06801244123874062,0.01794601289853215,0.1894785172238802,0.01354299007154014
0.02585481280641977,0.024420763194988926,0.07929412870893826,0.12105432746849026,0.03109929981827131,0.04939503768926723,0.1029352529199844,0.01317226451676301
0.026882337617254004,0.024520903033005137,0.063178471015995,0.03758805005044186,0.06411404762868356,0.01340940463124457,0.14326212676928896,0.009827988380933406
0.028385703064432333,0.024073119598472026,0.020370268228937283,0.027889133466956484,0.018553160091480003,0.022617092056541277,0.003501285844410007,0.009301544611357515
0.029624092313192185,0.026463653009325294,0.032025950929041036,0.09214236207857912,0.04322114181869252,0.027659737092304126,0.010513107739416494,0.008861102122116382
0.029741456650756448,0.029664064978574156,0.08663110383248762,0.027999458363586083,0.08820693625841969,0.0453290966305101,0.1319527131146242,0.008329509036588245
0.03183778927934977,0.03210518201635387,0.01945574967123298,0.09418154262508871,0.01785135837418028,0.0738229680784751,0.1416596401208432,0.007469442805006554
0.03125354764634325,0.03292836320453463,0.048984479183999396,0.02363281909821091,0.04050036738248097,0.07600456977622239,0.06236851251315567,0.006435929327068934
0.03142687818533352,0.03079390886682437,0.025683915734277418,0.04125037568354939,0.04824826073737443,0.04996227845654183,0.051558226620878944,0.004125657754837586
0.032700791664827644,0.03460118092278963,0.06576224735948188,0.04922634429735262,0.02239075837053195,0.01017228348951038,0.04025218664605845,0.004279295220310675
0.03312858467524116,0.030856556594085316,0.029646525621890407,0.0023519849672337667,0.012608977254897846,0.022716447280858865,0.06499352332625363,0.003936428648530055
0.034339863904778944,0.024201173706197843,0.07567399743347542,0.028657145954235408,0.01158514261786081,0.018929713789924918,0.032922134742649045,0.0038974299889140696
0.024758681948787054,0.023289779743883687,0.030230840506012657,0.0008549055658727545,0.01901295185157259,0.0033043902527010727,0.10977825121047746,0.004830150365445374
0.013392368992561465,0.014847145662791827,0.03810373801173256,0.047780377233424653,0.019005799772336518,0.14221566673758568,0.004040135788621835,0.005628732304167106
0.0005275573769181197,0.00968807625685758,0.004336253137900092,0.050355850355329745,0.027168428870130268,0.0592193913280995,0.02547253961883994,0.006667392317710297
0.025771113143874702,0.02202911427734905,0.09939082847564434,0.02887072342622865,0.006749617721643064,0.013691788678862504,0.08855084043738376,0.005777350532828074
0.020204490691203558,0.009459513952842391,0.030681872051898706,0.04509720310178367,0.003582754613608574,0.027915295421849895,0.0710908494324678,0.004239465507295648
0.02472078331543548,0.020465022779439845,0.046746048733649626,0.050041623193899265,0.017734453703543096,0.010154616418213858,0.08866950339999491,0.004671099915861288
0.014229965561087354,0.019522010281349755,0.02597818074709013,0.03648844639317428,0.015555975672323474,0.03381792637128689,0.03138312449491365,0.004302382983804143
0.008609342639030237,0.0061137175797240095,0.008050657273112882,0.04811564745289132,0.021131633565787955,0.010015524519224495,0.038776738002501254,0.003444719322716061
0.010412433604802707,0.015714826944399574,0.025608092821463813,0.01613698080603687,0.01335203140204444,0.004446287259101345,0.0704715396333645,0.0035127614731010337
0.02567308983982841,0.004122200961397371,0.03716870234681824,0.0017330502767182177,0.009292290395064629,0.002275891987243539,0.02131823090303664,0.0038977670978179724
0.025149488239700535,0.006763594781069027,0.027392603186678077,0.05361818529377027,0.01686374472947605,0.02395141797604894,0.00725976211479773,0.004150526163620771
0.025802850435492908,0.009234408748724998,0.006216990715174786,0.005885819940958381,0.005707063974726756,0.01886094920036191,0.009254714586159785,0.006051064090484004
0.022805490017243746,0.008370460494339316,0.00945680592294601,0.016650794734957175,0.008785740672905384,0.033143001479617296,0.10966472167296526,0.006754631365966934
0.025294775249257606,0.002571342128790177,0.0064416140360612495,0.013579082989335245,0.027092470230498433,0.06540437396576043,0.02795027041322118,0.007362240457097768
0.0156098801872806,0.01214274738545651,0.023030551856202064,0.05388542805830915,0.031478851821235,0.044519852839323804,0.004837375046156278,0.00790914197109327
0.013652663932088638,0.004076280944252164,0.01333757273755004,0.03512533268949164,0.019607295615795217,0.006715577321678157,0.011363295305321208,0.007992388618102808
0.019152601560725957,0.004935626319008846,0.050184773605545074,0.058652655990433844,0.01694531191865034,0.006810630996288813,0.019735337431348365,0.007378500526163179
0.017347277227514613,0.0029660151944547186,0.05038536991536202,0.02155470033015039,0.018266973836022826,0.007741648440276638,0.04443643507660561,0.007161424260737237
0.009941674951357449,0.011567459719733164,0.012271542083389986,0.0400660392271156,0.023067879901769506,0.003378034868032065,0.0676337029481957,0.00649791505061631
0.007147658315965977,0.017428632017133794,0.0003827727075606524,0.060076411145140285,0.026315376947672053,0.004230123943940789,0.06682429363930925,0.005145174017302689
0.009407738871368698,0.01391879519449779,0.006795139378147574,0.06744445113646125,0.0223612150618826,0.007894955009255245,0.0313878779826936,0.0048320666668082435
0.02038890331673393,0.0030800673905871934,0.05612452165844056,0.1450903668235501,0.029332239159297058,0.04869418263661068,0.04368409989812472,0.005312931853572733
0.03168190123446113,0.00508346176204566,0.0059549000129365814,0.03824501763380855,0.03700580984804425,0.020684790527051855,0.016479622200901323,0.006778496222372921
0.04034165020296954,0.012232352890274467,0.00793514377090948,0.14027012670925304,0.010289808854767046,0.03245454764253103,0.062445010342773166,0.0072772820131470906
0.04209984674566125,0.00990715805408765,0.08704302528228408,0.15711829012143286,0.0307984895949851,0.00783158474785578,0.014426278655439329,0.00884695130196661
