Throttle_Control,Servo_Control,Voltage,Throttle_A,Throttle_B,Servo,Linear_X,Linear_Y,Linear_Z,Acceleration_X,Acceleration_Y,Acceleration_Z,Angular_X,Angular_Y,Angular_Z
1.954653076,1394,11.5539999,1.821359754,2.082929373,1394,0.162,0,0.108999997,0.705809176,-0.61249882,9.429132462,-0.00213152,-0.0053288,0.103645161
1.954653076,1394,11.5539999,1.821359754,2.082929373,1394,0.162,0,0.115999997,0.162694991,-0.693846345,9.788018227,-0.0026644,0.00186508,0.090056725
1.954653076,1394,11.56900024,1.822117567,2.084026814,1394,0.137999997,0,-0.149000004,0.291893959,-0.023925735,8.972150803,-0.01918368,-0.025578242,0.113237001
1.954653076,1394,11.56900024,1.822117567,2.084026814,1394,0.160999998,0,0.137999997,-0.212939039,0.181835592,9.118097305,-0.00213152,-0.00053288,0.107108884
1.954653076,1394,11.54599953,1.821702242,2.083090782,1394,0.163000003,0,0.140000001,0.401952356,-0.205761328,8.675471306,0.013588441,-0.00426304,0.101247206
1.954653076,1394,11.54599953,1.821702242,2.083090782,1394,0.159999996,0,0.085000001,0.392382056,0.208153889,9.311896324,0.01625284,0.00452948,0.090323165
1.954653076,1394,11.55200005,1.821044564,2.082568884,1394,0.138999999,0,-0.184,0.421092927,-0.177050442,9.620537758,0.0106576,0.00479592,0.095119081
1.954653076,1394,11.55200005,1.821044564,2.082568884,1394,0.165000007,0,0.115999997,0.287108809,0.198583603,9.764092445,0.0079932,-0.00346372,0.096984163
1.954653076,1394,11.56000042,1.820700049,2.082405567,1394,0.164000005,0,0.092,-0.050244045,-0.361278594,9.80715847,0.00053288,-0.00586168,0.086593002
1.954653076,1394,11.56000042,1.820700049,2.082405567,1394,0.158000007,0,0.079000004,0.46415925,-0.320604861,9.754522324,-0.017851481,0.010124721,0.082862839
1.954653076,1394,11.54500008,1.821544409,2.082910538,1394,0.136999995,0,-0.181999996,0.138769269,-0.488085002,9.665996552,0.00559524,0.02158164,0.101780087
1.954653076,1394,11.54500008,1.821544409,2.082910538,1394,0.164000005,0,0.155000001,-0.131591544,0.492870152,10.00095749,0.031972799,-0.02158164,0.114036322
1.954653076,1394,11.55500031,1.821517467,2.083109856,1394,0.165000007,0,0.108999997,0.031103456,-0.346923172,9.608574867,0.038367361,-0.00213152,0.097517043
1.954653076,1394,11.55500031,1.821517467,2.083109856,1394,0.150000006,0,-0.029999999,0.356493443,0.076562352,9.670782089,-0.00319728,-0.008792521,0.092188247
1.954653076,1394,11.55099964,1.820886731,2.082388401,1394,0.158000007,0,0.017000001,0.902000189,-0.277538538,9.589434624,-0.00106576,0.00079932,0.109773286
1.954653076,1394,11.55099964,1.820886731,2.082388401,1394,0.164000005,0,0.155000001,0.715379477,0.167480141,9.955498695,-0.009058961,-0.017052161,0.102046527
1.954653076,1394,11.5539999,1.821359754,2.082929373,1394,0.160999998,0,0.093999997,0.490477562,-0.198583603,8.830988884,-0.027709762,0.035969403,0.102046527
1.954653076,1394,11.5539999,1.821359754,2.082929373,1394,0.140000001,0,-0.143999994,-0.126806393,0.224901915,8.632405281,-0.02158164,0.04183108,0.097517043
1.954653076,1394,11.56400013,1.82133007,2.083126068,1394,0.162,0,0.07,-0.169872716,0.035888601,8.907550812,0.01438776,0.00293084,0.091921806
1.954653076,1394,11.56400013,1.82133007,2.083126068,1394,0.162,0,0.125,0.526366174,0.186620727,8.962580681,0.01092404,-0.00772676,0.086859442
1.954653076,1394,11.55599976,1.821674943,2.083289862,1394,0.165000007,0,0.064999998,0.418700367,0.803904712,9.237726212,-0.00506236,0.00159864,0.105776682
1.954653076,1394,11.55599976,1.821674943,2.083289862,1394,0.145999998,0,-0.165999994,-0.035888601,-0.098095514,10.19236279,-0.00026644,-0.0213152,0.091122486
1.954653076,1394,11.56099987,1.820857525,2.082585812,1394,0.163000003,0,0.147,0.366063744,0.531151295,8.685041428,-0.00293084,-0.00959184,0.122295961
1.954653076,1394,11.56099987,1.820857525,2.082585812,1394,0.162,0,0.137999997,0.248827651,0.46415925,9.295147896,0.00825964,-0.00692744,0.114835642
1.954653076,1394,11.56099987,1.820857525,2.082585812,1394,0.148000002,0,-0.037,0.100488089,-0.062206913,9.474591255,0.00852608,0.01039116,0.111638367
1.954653076,1394,11.56099987,1.820857525,2.082585812,1394,0.160999998,0,0.064999998,0.349315733,-0.375634044,9.673174858,0,-0.00825964,0.100714326
1.954653076,1394,11.55000019,1.822333336,2.083812475,1394,0.163000003,0,0.142000005,-0.131591544,-0.77040869,9.285577774,-0.026910441,-0.01225624,0.104710922
1.954653076,1394,11.55000019,1.822333336,2.083812475,1394,0.165000007,0,0.103,0.200976178,-0.734520078,9.429132462,-0.00746032,-0.01678572,0.102046527
1.954653076,1394,11.55700016,1.821832657,2.083470345,1394,0.143000007,0,-0.164000005,-0.002392574,0.289501399,9.161164284,0.00852608,-0.013854881,0.107641764
1.954653076,1394,11.55700016,1.821832657,2.083470345,1394,0.164000005,0,0.136000007,0.215331614,-0.153124705,9.591827393,0.00079932,-0.00772676,0.104977362
1.954653076,1394,11.56999969,1.820667982,2.082599878,1394,0.160999998,0,0.155000001,0.495262712,-0.7680161,9.895684242,-0.01918368,0.00772676,0.098849244
1.954653076,1394,11.56999969,1.820667982,2.082599878,1394,0.157000005,0,0.075999998,-0.1172361,-0.858933866,9.589434624,-0.025045361,0.035702962,0.102046527
1.954653076,1394,11.55099964,1.820886731,2.082388401,1394,0.136000007,0,-0.181999996,0.040673748,-0.052636616,9.567901611,-0.02850908,0.017318601,0.095651962
1.954653076,1394,11.55099964,1.820886731,2.082388401,1394,0.162,0,0.111000001,-0.066992059,-0.421092927,10.23064423,-0.042630401,0.02584468,0.104444481
1.954653076,1394,11.56200027,1.82101512,2.082765818,1394,0.166999996,0,0.092,0.162694991,-0.358886033,9.845439911,-0.00586168,-0.021848081,0.100447886
1.954653076,1394,11.56200027,1.82101512,2.082765818,1394,0.158000007,0,0.029999999,0.363671184,-0.567039907,9.292755127,0.052755121,-0.05142292,0.109773286
1.954653076,1394,11.55700016,1.821832657,2.083470345,1394,0.150999993,0,-0.024,0.267968237,0.442626089,9.783232689,0.029841281,-0.020249441,0.099915005
1.954653076,1394,11.55700016,1.821832657,2.083470345,1394,0.159999996,0,0.172999993,0.61967653,0.069384634,9.232940674,0.012789121,0.00293084,0.104444481
