Reference,Bias_Sensor,Bias_val,Throttle_Control,Servo_Control,Voltage,Throttle_A,Throttle_B,Servo,Linear_X,Linear_Y,Linear_Z,Acceleration_X,Acceleration_Y,Acceleration_Z,Angular_X,Angular_Y,Angular_Z
0,Linear_X,0,0.0,1500,12.211999893188477,0.0,0.0,1500,0.0,0.0,0.0,0.3445305824279785,-0.08852522075176239,9.400421142578125,0.0,-0.0002664400089997798,0.0007993200561031699
0,Linear_X,0,0.0,1500,12.227999687194824,0.0,0.0,1500,0.0,0.0,0.0,0.3660637438297272,-0.07177720218896866,9.362139701843262,-0.0007993200561031699,-0.0007993200561031699,-0.0002664400089997798
0,Linear_X,0,0.0,1500,12.227999687194824,0.0,0.0,1500,0.0,0.0,0.0,0.31581971049308777,-0.0813474953174591,9.409991264343262,0.0,-0.0002664400089997798,-0.0002664400089997798
0,Linear_X,0,0.0,1500,12.20199966430664,0.0,0.0,1500,0.0,0.0,0.0,0.33496028184890747,-0.1004880890250206,9.398028373718262,-0.0007993200561031699,0.0010657600359991193,-0.0005328800179995596
0,Linear_X,0,0.0,1500,12.20199966430664,0.0,0.0,1500,0.0,0.0,0.0,0.2895013988018036,-0.1004880890250206,9.371710777282715,-0.0015986401122063398,0.0005328800179995596,-0.0002664400089997798
0,Linear_X,0,0.0,1500,12.21500015258789,0.0,0.0,1500,0.0,0.0,0.0,0.32299742102622986,-0.1004880890250206,9.395636558532715,-0.0005328800179995596,0.0013322000158950686,-0.0002664400089997798
0.33806895249289015,Linear_X,0,1.6394488176645443,1500,12.21500015258789,0.0,0.0,1500,0.0,0.0,0.0,0.33496028184890747,-0.11723610013723373,9.414776802062988,-0.0005328800179995596,0.0007993200561031699,0.0013322000158950686
0.33806895249289015,Linear_X,0,2.129548803924582,1500,12.227999687194824,0.0,0.0,1500,0.0,0.0,0.0,0.27275338768959045,-0.11245095729827881,9.381280899047852,-0.0013322000158950686,0.0005328800179995596,-0.0005328800179995596
0.33806895249289015,Linear_X,0,2.8907979912389568,1500,12.227999687194824,0.0,0.0,1500,0.0,0.0,0.0,0.32299742102622986,-0.08852522075176239,9.352569580078125,-0.0002664400089997798,0.0,0.0
0.33806895249289015,Linear_X,0,3.6289296609014303,1500,12.206999778747559,1.6377724409103394,1.6377724409103394,1500,0.0044545453380454665,0.0,0.04100000113248825,2.574409008026123,0.46176669001579285,9.096564292907715,-0.0013322000158950686,-0.02158164046704769,-0.015719961374998093
0.33806895249289015,Linear_X,0,4.331074593275836,1500,12.206999778747559,2.1277480125427246,2.1277480125427246,1500,0.015391476970474868,0.0,0.04600000008940697,1.4259737730026245,1.239353060722351,9.244903564453125,0.016519280150532722,0.02930840104818344,0.052755121141672134
0.33806895249289015,Linear_X,0,4.932732498819642,1500,12.244999885559082,2.889479637145996,2.889479637145996,1500,0.042716312153112154,0.0,-0.026000000536441803,1.8949182033538818,0.04785146936774254,9.247296333312988,0.01971656084060669,-0.01198980025947094,-0.014387760311365128
0.33806895249289015,Linear_X,0,5.317457933134867,1500,12.244999885559082,3.6275811195373535,3.6275811195373535,1500,0.10497005681883848,0.0,0.11400000005960464,1.7178677320480347,-0.4330558180809021,8.584553718566895,-0.008792520500719547,0.0426304005086422,0.01332200039178133
0.33806895249289015,Linear_X,0,5.43019113685815,1500,12.253999710083008,4.329746723175049,4.329746723175049,1500,0.20007965727721388,0.0,0.11999999731779099,1.7298306226730347,0.10766580700874329,9.302326202392578,-0.029841281473636627,0.023713160306215286,-0.002397960051894188
0.33806895249289015,Linear_X,0,5.439929665321795,1500,12.253999710083008,4.930532932281494,4.930532932281494,1500,0.2778106942797697,0.0,-0.2540000081062317,1.2537084817886353,0.543114185333252,7.795004367828369,-0.0021315200719982386,0.009858280420303345,0.0077267601154744625
0.33806895249289015,Linear_X,0,5.260666324136379,1500,12.276000022888184,5.316189765930176,5.316189765930176,1500,0.3555403455391871,0.0,0.09399999678134918,0.5694324970245361,1.1197243928909302,6.139343738555908,-0.02744332142174244,0.04023244231939316,-0.007460320368409157
0.33806895249289015,Linear_X,0,5.118531089778301,1500,12.276000022888184,5.428719997406006,5.428719997406006,1500,0.38956712966718443,0.0,-0.3089999854564667,1.3015599250793457,0.2966791093349457,7.804574966430664,-0.058883242309093475,0.07247168570756912,0.007193880155682564
0.33806895249289015,Linear_X,0,4.900220597122376,1500,12.282999992370605,5.436933517456055,5.436933517456055,1500,0.416283442539008,0.0,-0.35100001096725464,0.11005838215351105,0.08374007046222687,10.989089965820312,0.08552724123001099,-0.06154764071106911,-0.008792520500719547
0.33806895249289015,Linear_X,0,4.653240177642353,1500,12.282999992370605,5.259512424468994,5.259512424468994,1500,0.43537085151497856,0.0,-0.25,0.07177720218896866,-2.1939899921417236,9.158771514892578,0.02051588147878647,-0.03756804019212723,-0.014121320098638535
0.33806895249289015,Linear_X,0,4.3884269714298645,1500,12.230999946594238,5.116635322570801,5.116635322570801,1500,0.44794187422334625,0.0,-0.10100000351667404,0.2823236584663391,0.1698727160692215,9.462628364562988,-0.0540873222053051,0.014920640736818314,0.029574841260910034
0.33806895249289015,Linear_X,0,4.1406541666710455,1500,12.230999946594238,4.899194717407227,4.899194717407227,1500,0.4501353250706164,0.0,-0.3529999852180481,0.3277825713157654,-1.0670877695083618,8.847736358642578,-0.03836736083030701,-0.010391159914433956,0.01705216057598591
