Reference,Bias_Sensor,Bias_val,Throttle_Control,Servo_Control,Voltage,Throttle_A,Throttle_B,Servo,Linear_X,Linear_Y,Linear_Z,Acceleration_X,Acceleration_Y,Acceleration_Z,Angular_X,Angular_Y,Angular_Z
0,Linear_Z,0,0.0,1500,12.258999824523926,0.0,0.0,1500,0.0,0.0,0.0,0.21772418916225433,-0.02631830796599388,9.352569580078125,-0.0015986401122063398,0.0015986401122063398,-0.0013322000158950686
0,Linear_Z,0,0.0,1500,12.258999824523926,0.0,0.0,1500,0.0,0.0,0.0,0.277538537979126,-0.03828117623925209,9.352569580078125,-0.0002664400089997798,0.002397960051894188,-0.0007993200561031699
0,Linear_Z,0,0.0,1500,12.26200008392334,0.0,0.0,1500,0.0,0.0,0.0,0.2320796251296997,-0.0693846344947815,9.350176811218262,-0.0007993200561031699,0.002397960051894188,0.0
0,Linear_Z,0,0.0,1500,12.26200008392334,0.0,0.0,1500,0.0,0.0,0.0,0.21533161401748657,-0.04785146936774254,9.331036567687988,-0.0005328800179995596,0.002397960051894188,-0.0018650800921022892
0,Linear_Z,0,0.0,1500,12.25,0.0,0.0,1500,0.0,0.0,0.0,0.277538537979126,-0.08374007046222687,9.366925239562988,-0.0005328800179995596,0.0015986401122063398,-0.0007993200561031699
0,Linear_Z,0,0.0,1500,12.25,0.0,0.0,1500,0.0,0.0,0.0,0.2201167643070221,-0.10766580700874329,9.352569580078125,-0.0007993200561031699,0.0026644000317901373,-0.0010657600359991193
0,Linear_Z,0,0.0,1500,12.274999618530273,0.0,0.0,1500,0.0,0.0,0.0,0.26796823740005493,-0.011962867341935635,9.340606689453125,-0.0005328800179995596,0.0021315200719982386,0.0
0,Linear_Z,0,0.0,1500,12.274999618530273,0.0,0.0,1500,0.0,0.0,0.0,0.19619102776050568,-0.06699205935001373,9.297540664672852,-0.0013322000158950686,0.0021315200719982386,-0.0021315200719982386
0,Linear_Z,0,0.0,1500,12.258999824523926,0.0,0.0,1500,0.0,0.0,0.0,0.265575647354126,-0.033496029675006866,9.388458251953125,-0.0010657600359991193,0.0015986401122063398,-0.0010657600359991193
0,Linear_Z,0,0.0,1500,12.258999824523926,0.0,0.0,1500,0.0,0.0,0.0,0.25361278653144836,-0.0502440445125103,9.400421142578125,-0.0013322000158950686,0.0029308400116860867,-0.0002664400089997798
0,Linear_Z,0,0.0,1500,12.26099967956543,0.0,0.0,1500,0.0,0.0,0.0,0.239257350564003,-0.05981433764100075,9.359747886657715,-0.0010657600359991193,0.0013322000158950686,-0.0010657600359991193
0.2821963467840318,Linear_Z,0,1.3689620186958544,1500,12.26099967956543,0.0,0.0,1500,0.0,0.0,0.0,0.24164992570877075,-0.04067374765872955,9.393243789672852,-0.0013322000158950686,0.002397960051894188,-0.0007993200561031699
0.2821963467840318,Linear_Z,0,1.7777227216684015,1500,12.260000228881836,0.0,0.0,1500,0.0,0.0,0.0,0.24164992570877075,-0.055029191076755524,9.390851020812988,-0.0005328800179995596,0.0021315200719982386,-0.0015986401122063398
0.2821963467840318,Linear_Z,0,2.413215471557815,1500,12.260000228881836,0.0,0.0,1500,0.0,0.0,0.0,0.2320796251296997,0.007177720312029123,9.378888130187988,0.0002664400089997798,0.0018650800921022892,0.0
0.2821963467840318,Linear_Z,0,3.0350421999095265,1500,12.26300048828125,1.36766517162323,1.36766517162323,1500,0.0025625000707805152,0.0,-0.020999999716877937,0.18662072718143463,-0.06699205935001373,9.402813911437988,-0.0002664400089997798,0.0037301601842045784,-0.0010657600359991193
0.2821963467840318,Linear_Z,0,3.6409264917455695,1500,12.26300048828125,1.776431918144226,1.776431918144226,1500,0.007955032024778966,0.0,-0.029999999329447746,0.7584457993507385,-0.4163077771663666,8.560627937316895,-0.007193880155682564,0.07460319995880127,-0.025311801582574844
0.2821963467840318,Linear_Z,0,4.196729632733551,1500,12.267000198364258,2.4125099182128906,2.4125099182128906,1500,0.02142218193879337,0.0,-0.0020000000949949026,1.6054167747497559,-0.17705044150352478,9.134845733642578,-0.006927440408617258,-0.014387760311365128,0.011190480552613735
0.2821963467840318,Linear_Z,0,4.630708757320575,1500,12.267000198364258,3.03437876701355,3.03437876701355,1500,0.055156277870094514,0.0,0.004000000189989805,1.232175350189209,0.44262608885765076,9.689922332763672,-0.003463720204308629,-0.004263040143996477,-0.017585041001439095
0.2821963467840318,Linear_Z,0,4.896425046730176,1500,12.302000045776367,3.6393415927886963,3.6393415927886963,1500,0.11121097382068493,0.0,-0.4169999957084656,1.5671356916427612,-0.540721595287323,8.0414400100708,-0.006661000195890665,0.029841281473636627,-0.0029308400116860867
0.2821963467840318,Linear_Z,0,4.920876716005449,1500,12.302000045776367,4.194640159606934,4.194640159606934,1500,0.19476004819038498,0.0,-0.17100000381469727,1.9595177173614502,0.033496029675006866,8.778351783752441,-0.05302156135439873,-0.008526080287992954,-0.012789120897650719
0.2821963467840318,Linear_Z,0,4.858033996529941,1500,12.333000183105469,4.628300666809082,4.628300666809082,1500,0.2620588755296295,0.0,-0.4009999930858612,1.521676778793335,-0.0502440445125103,9.357355117797852,-0.0026644000317901373,0.00452948035672307,0.0021315200719982386
0.2821963467840318,Linear_Z,0,4.647211597232995,1500,12.333000183105469,4.8955159187316895,4.8955159187316895,1500,0.3259731504945446,0.0,-0.1289999932050705,1.2584936618804932,-1.0383769273757935,7.8476409912109375,-0.005861680023372173,-0.004795920103788376,-0.0018650800921022892
