Measure,Sate_1,Sate_2,Sate_3
0.025387257241820005,0.0016490618207800622,0.020405939796639627,0.006965211434698637
0.025525374232497067,0.006685101669942628,0.019400783205091865,0.006195252063783074
0.02561460894948908,0.008028839190349912,0.02084792102406574,0.007205179760824965
0.025410195186097995,3.1662529686449226e-05,0.018707394509781983,0.005643298411404318
0.025579449367578055,0.043427538321595516,0.020027664143874024,0.006881212664889225
0.025627100870447506,0.01854552883722238,0.02051074542567033,0.007307947054606023
0.025464395715913968,0.09428130323467687,0.018678590472557155,0.00577335067224749
0.025311841326905005,0.04041151952804589,0.020494162576249808,0.00723475149806152
0.0252972295107578,0.031234902038407175,0.018674981727856865,0.005779543187953817
0.02512682491941398,0.03785014691423472,0.02062580413207027,0.007405943358625544
0.025524987886281214,0.01781857992105762,0.019361583743401356,0.006483235402080012
0.025705182068977372,0.018421655939999337,0.019483158366087938,0.006492316134604048
0.02592997405742481,0.024753140539620633,0.0200427389086425,0.006974087814465846
0.026319659450424138,0.0015337710149748718,0.01818227937455341,0.005525494601638259
0.026484141485856316,0.061701434113413556,0.01920871071680086,0.006250610992741934
0.026428919567940135,0.026076435966240763,0.017737780830304528,0.0049732975982335614
0.026316486576758724,0.02278979206641385,0.019279564343653743,0.00606285490754821
0.026088446720638814,0.024969325450247326,0.019217925939356784,0.0059521102275014726
0.02584106053168478,0.04508179808227719,0.0192413733193173,0.006062755745813053
0.02560551437018188,0.004904984996664807,0.020113448124856492,0.006851439317965613
0.025344289283981913,0.08602520877920827,0.018706569444372323,0.0059118605628507015
0.025305294425329472,0.03139275076537795,0.01997430247020804,0.007153424025053978
0.025825447530849255,0.009377815799394673,0.01870855779997871,0.006016745207995
0.025697257299448772,0.02364132380860373,0.021266805647293996,0.007782112732025004
0.025865491598676738,0.06430767451742914,0.018015767084916035,0.005316656657277985
0.025682897682920924,0.018633543683385878,0.020149409495847426,0.006919378255600239
0.025451513107938195,0.08147483835041203,0.019808651752952766,0.00672695899968323
0.02557822562830453,0.025051260610353787,0.018406914392417928,0.0057777419237337035
0.025524114650555096,0.026697186778734228,0.020498931769094786,0.007260556690070918
0.025191203921776484,0.0031711232262604527,0.018907238634358725,0.0060003473169859545
0.025441572850083805,0.038986075489022776,0.020843587566619304,0.0077045406480278356
0.025461602275957285,0.019118400006815972,0.018761158501184982,0.006058412577952144
0.02527827616303019,0.03404526086539417,0.019072016127571034,0.006199637592698981
0.025177009347108703,0.025324951544924312,0.019839318493012903,0.0066956499531420355
0.025289285912972803,0.039338198717299266,0.018283460124325468,0.005300049942384644
0.025223880061622905,0.0004358356873340741,0.02069833184497072,0.006973257900890706
0.025448831072496625,0.020325953001726016,0.016866245035588867,0.003994561738953184
0.02566120274543726,0.007492439231838066,0.01836090806452295,0.005074645409353817
0.02562688073257724,0.06992716427587298,0.019292953261448975,0.005768936000530356
0.02564777305983157,0.01508390790467784,0.01160156852077232,0.01729958716351343
0.025610866895885653,0.013516612746192869,0.045325147975499136,0.04299505468391801
0.025506356587821688,0.012792769191655506,0.03515314359192134,0.020010131475116988
0.025909486608314325,0.21705122025024204,0.00900222779397608,2.1780600915288773e-05
0.16895811893354956,0.019790920418458757,0.016431103157061644,0.00567989313500139
0.09456521881305407,0.0870368972273976,0.023663675521166994,0.00914772531225394
0.008666709591595712,0.03395224703415178,0.04679630916558597,0.0030804732847258265
0.008532417021581806,0.07383106254343452,0.010186938091353404,0.07253761462170305
0.012834283425556925,0.10735268957738664,0.011704323146381257,0.03808397958128418
0.012555481600787843,0.01339180480835922,0.02351981799593872,0.03787529278009327
0.011548953771915615,0.01735846660511442,0.026225013604452396,0.03775447149925926
0.011806838572971157,0.019265351908185457,0.02530933642804134,0.036591659076780414
0.012929720647977372,0.0014294553631115647,0.02493942293147311,0.034302167274015694
0.011643439540973577,0.019984150982889193,0.02688976252786912,0.034259859973159945
0.01104268422121385,0.026200832304360766,0.026188566969229443,0.03384091777574072
0.011213450213299725,0.029568803496726304,0.026788138980924026,0.034412017268855566
0.010381650422638,0.02448761058697524,0.02453703463821022,0.032369935313909415
