Linear_X,Linear_Z,Acceleration_X,Acceleration_Y,Acceleration_Z,Angular_X,Angular_Y,Angular_Z
0.019661192792410853,0.011042106225603532,0.0271265177686163,0.06727356738759155,0.05264106987316619,0.02622685954003723,0.007153405330640461,0.0008979358817080563
0.014771729980633919,0.004596754740129216,0.03167383346075231,0.013993901991320168,0.047723589288389046,0.03799504747053262,0.054383498081052695,0.0016446974931689784
0.012961961103419406,0.005795108559674522,0.009437769017096975,0.08980913816712155,0.049173651886191716,0.004434882580179711,0.0600879753057334,0.0005486203825067482
0.019398889893816662,0.009137683254615836,0.09355641073696536,0.006570949032094431,0.04519652522300144,0.0033300605662407445,0.07331373658010532,0.00024593247918153205
0.01402464384285751,0.006094769848228432,0.00950684054382045,0.020367576526276132,0.042479929806368166,0.008457301535750472,0.03413167684210727,0.0004873931848695112
0.019710192406336535,0.013164965081187696,0.012397118057837442,0.010747099474752941,0.044660862084398456,0.024228532705493522,0.06794129988387687,0.00036635822621994274
0.013278157469252982,0.006009872862380583,0.00938238660396784,0.0906069846103944,0.04508012818183971,0.01898548195059574,0.01910104828881909,0.0007174926316422803
0.015954765232842005,0.00369426180809751,0.044438024763436,0.030484774893860256,0.04028543770801629,0.0028562713176215615,0.05831500500677589,0.0020039156098096145
0.015807525168384018,0.0014108160911410206,0.09091967000382412,0.020341306264704095,0.04669031974587334,0.049599549042604274,0.06845368584957245,0.002196463798511461
0.013689687529646832,0.003688379743811754,0.017695769126931882,0.05729867470829508,0.04358622094167286,0.05997939026507798,0.07883197637350337,0.0022051170054074865
0.019192814661386448,0.011088398937067978,0.048378126695587886,0.002403807351430809,0.04699637057537298,0.02244757035449746,0.0043933204279391624,0.0015500207595819382
0.015331796954338395,0.0041277457338090295,0.07353539976026552,0.041645165120544836,0.0375258679125241,0.03070805417425415,0.011629048672722853,0.002186342130207408
0.019918344591730253,0.00961254759998359,0.11828838724944979,0.01567059294882217,0.0315595703706264,0.030780702127524817,0.018609815571725585,0.0025302707979180106
0.015407428575488713,0.007084946475975351,0.04611348718734376,0.033668008056857546,0.040049103588210566,0.021263809699681835,0.038484024328512945,0.0030788770765045603
0.017206105964801544,0.0016563885161475778,0.0005865461874106082,0.0327002369270582,0.040717757904793817,0.0002615590677956803,0.04403571452174182,0.0025967120738861205
0.01737783317653019,0.00446613075578739,0.02743530452658205,0.06419797177133107,0.03490289129983504,0.020788797173717177,0.057608821945148936,0.0014140763925579725
0.014386041685938933,0.006759566705396958,0.016160424870299894,0.022610573063824413,0.029995559795813254,0.010694741426131693,0.004847028107349605,0.001722851297637995
0.019012626570380053,0.006920390533492027,0.0067245962741941945,0.034641741441409524,0.028233148991042123,0.01502166308368269,0.03686162293785877,0.00019934876969474047
0.013787687770338009,0.01066849601562686,0.008258181482867999,0.017010932620059482,0.02230766212050761,0.029305365858601662,0.07036703854554571,0.000505415524850783
0.018867342287085198,0.005595085468666605,0.038862107936481094,0.024299386337618523,0.04298422752606945,0.002406761360062959,0.08761027707102165,0.0005272455348279692
0.011505090216293645,0.013702646333652757,0.04531109004526579,0.030375508216089142,0.037113548584811196,0.051935984046823536,0.07931512067439772,1.854609526441564e-05
0.0196452180641129,0.006349448592621931,0.03166663832401301,0.02122102213942262,0.0514126872141093,0.048945177046157196,0.048625304154250704,0.00099028967993664
0.013317223386801191,0.006567261372632083,0.0721589667274411,0.010914778568298755,0.03475823305007175,0.02451978642301217,0.030151071257891404,0.00026233846974055286
0.013743004258811697,0.012206388976340354,0.01657082450293662,0.03962913629758491,0.047903281993710634,0.03174492849578253,0.014300767334461839,0.0004138433176697487
0.018281231643176965,0.0018669844871307406,0.014132877468346794,0.040318764656901485,0.042037633266545194,0.022665857638754672,0.06763114843607065,0.00042132923992865834
0.012869905401337145,0.01381037373298688,0.008943852319917622,0.02917526026488504,0.03876413216492158,0.0006677085426634033,0.05892952636998172,5.2206837918788995e-05
0.018607029255108043,0.006442299473162105,0.042268132666530955,0.040301926185466186,0.029793794014941644,0.0020531015260650265,0.06086985869167094,0.001233857203261357
0.012602117064493212,0.008278284305484718,0.013383355730680557,0.02384643809053205,0.03832211643982297,0.01572222876630247,0.05144655046908975,0.0003593463629807392
0.017837150972678795,0.005610197558957808,0.00456058031050266,0.10367875318569075,0.03131478658875164,0.0014566262979697764,0.0026813803310485884,0.0009329398366645925
0.016591363434175332,0.005472282373207127,0.06327782330558224,0.02010565746149351,0.04156525492389962,0.032186232250433267,0.006060499780272011,0.00022888953453098493
0.012038934962793513,0.008135688119379592,0.00919005519580135,0.03882122290183587,0.03808111557320493,0.025564277002366798,0.06618303193370068,0.0008783613977929594
0.016549417699707858,0.004244010761926764,0.02865683845629885,0.01905171924275345,0.0428926982532053,0.02746511834999299,0.06074943430768587,0.00146260919488167
0.010573753619372406,0.007522040777814265,0.03533610668249865,0.011833164944522578,0.027260269578907703,0.034451777789921034,0.07518048988360326,0.0015517743375593196
