Measure,Sate_1,Sate_2,Sate_3
0.028421334877994253,0.025160402738134413,0.0004934399540577061,0.028887677910916176
0.028423486509701834,0.02515579928434991,0.0004933464833788981,0.02888997211965605
0.02842395124808972,0.025152798092436035,0.0004936739461544049,0.028890545917159893
0.028423974381570627,0.025150053397436256,0.0004938833473588922,0.02889062005712517
0.02842375979080458,0.025147426056250755,0.0004939996189274876,0.028890421560011093
0.02842345968868243,0.025145514445096995,0.000494776675677544,0.02889026460995714
0.02842295631706382,0.025142295610165344,0.0004939974405316905,0.02888958170359901
0.028422432203054182,0.025139843770593362,0.0004939962378013307,0.028889040895988316
0.028421950708965693,0.025137418957847713,0.0004940622720329135,0.028888548658399626
0.02842151343101995,0.08898859137416143,0.12221828741222263,0.005322851480363711
0.027880800167311703,0.09414318696457827,0.1293139927828388,0.003611080105121234
0.024489373865182518,0.01962107632880561,0.004132001644951477,0.02196522437377657
0.020715957052697798,0.025397307244379497,0.004626968780641005,0.02200294313431339
0.02100691761821749,0.019673990686798648,0.0009639943176363852,0.021606482568934826
0.018878561373509406,0.016349558589506263,0.0023753113822783667,0.019349641322881805
0.018334569834434822,0.016159880191724485,0.001390880582094467,0.01764596331070306
0.0169864856695065,0.02437830493550419,0.0072160727695593785,0.018803285250201585
0.01770233249638714,0.019410246601973324,0.0012289179070325007,0.018738503273359297
0.017924943144348726,0.021408155963461017,0.0027768636754352816,0.019295488767282043
0.018123094768741188,0.024020469031086622,0.004993364262761535,0.019819522297452596
0.01873048022792312,0.024316424522662028,0.004663260090816745,0.020232865501564834
0.01940311783668297,0.02320092373736854,0.00290236692034318,0.020439228365657036
0.019933930469790806,0.023753803929402906,0.003055124072356641,0.02088240501422023
0.020343198705686683,0.02338254556177688,0.0023205000553736532,0.021074143337695306
0.020695122001619493,0.023014633471417467,0.0016608036155199013,0.021259446261786386
0.020979177952486494,0.022434473909238917,0.000838502290887222,0.021367409040818852
0.021202626087087062,0.022222992209647074,0.0004656259510411598,0.021509330092008228
0.021378331084655866,0.02262783005939578,0.0007992864352670548,0.021746531962991145
0.02152593579213402,0.02255405814293454,0.000647041144515248,0.021865484050387796
0.021661690023328406,0.022474199822590468,0.0004990730705876079,0.02198009486113367
0.021781207787487822,0.022320339243316334,0.0002835424980497936,0.02206819073703964
0.021883870300325403,0.022266470399552485,0.00018669667086784747,0.02216130518851206
0.021971341623114093,0.02245238556986029,0.00035804727457638963,0.022290547229326774
0.022047995058002867,0.022449305929904795,0.0003336319330838333,0.02237009941159701
0.022118341390220453,0.022438820278569083,0.00030313757372119055,0.02244300710890268
0.022180711447947477,0.022391137634640512,0.0002357046542949548,0.02250059503683488
0.022234743254943345,0.022382694525730773,0.00021370120066133147,0.02255729072871404
0.022281038531228536,0.02246852844455738,0.0002963116714806979,0.022625547752706365
0.022321478006656403,0.0224751027631383,0.0002959575544964066,0.022670981048376726
0.02235797149958868,0.022477652677592774,0.00029139815325651686,0.022711623840965978
0.022390094812473116,0.022462659999681334,0.0002686620804569495,0.022743966651519454
0.022417868687781672,0.022466123816175965,0.00026658763674641817,0.022775158580446764
0.022441663822170776,0.022506103719463655,0.0003046627122889056,0.022809540977231035
0.02246237810771423,0.02251308458912965,0.0003077527285287873,0.022833536091996676
