Measure,Sate_1,Sate_2,Sate_3
0.021313686706191604,0.03192115339673729,0.009743971549369124,0.02641137090719503
0.021320771758886414,0.03193266502583486,0.009750810333340021,0.026416912472333187
0.02132351623619777,0.031942668529199136,0.009752474296484182,0.026417034833932485
0.021322820783670593,0.031961375392196956,0.009758954328494718,0.02641432223629192
0.02131995738188608,0.031974157808321635,0.009757573848962253,0.026407957034720653
0.021315440562232058,0.03199486709932331,0.009762294670840332,0.026400989272495734
0.02131025222080607,0.03201118571587175,0.009762454807237475,0.026392678292852023
0.02130548383469777,0.032024453752001136,0.009760124845229923,0.026384472443073403
0.021301317539786646,0.032042294674027305,0.009763507464717103,0.02637808074813841
0.021297655707928853,0.032053984440846006,0.009761033737957447,0.026371086254441622
0.021294493389636182,0.03207096483801464,0.009764857938240112,0.02636588112091598
0.02129155237038094,0.03208459447389139,0.009765400911080802,0.026360228737482894
0.021288600345863218,0.03209619469199143,0.009763676062007565,0.026354125258195804
0.02128550705619292,0.03211289670224027,0.009767275063650271,0.02634892960831975
0.02128228706442986,0.03212403300492983,0.009764954050166974,0.026342445037023654
0.02127893521299118,0.0321409797254108,0.009768620817973361,0.02633699555391239
0.02127545980822798,0.032154620205939455,0.00976883406958029,0.026330766758997037
0.02127199387276779,0.03216606386143356,0.009766740860090661,0.02632414380844139
0.021268507594401742,0.03218235943733411,0.00976984022307692,0.02631854038338244
0.021265029327293072,0.03219315556765273,0.009767260852039716,0.02631185064716851
0.021261578170468254,0.032209424421886235,0.009770511240753121,0.026306341873702843
0.021258122076976582,0.03222245960902104,0.009770496200551704,0.026300209584300516
0.02125472230977632,0.03223338440431717,0.009768292791468958,0.026293747720190386
0.021251327195420888,0.03224897596387638,0.009771112943089522,0.026288299337305143
0.021247953531091823,0.03225926123690387,0.009768466100966378,0.02628181832401688
0.021244616743961553,0.03227482640213186,0.009771455403427165,0.02627649094199125
0.021241280504274873,0.03228727247305163,0.009771300947623573,0.02627056815417894
0.021238001385755878,0.03229768026712332,0.009769034777435959,0.02626433021562491
0.021234728966311955,0.03231259655448543,0.009771622129984281,0.02625907396874666
0.021231479088355987,0.0323223880072791,0.009768934808981555,0.026252823752299148
0.021228269479926676,0.03233727728785418,0.0097716932204851,0.026247693368507075
0.021225063929175836,0.24108388754356147,0.23112689807594988,0.06874590631154287
0.024621120855677026,0.22375791818372226,0.21743431387837142,0.06662680711938129
0.023893454054058183,0.03509399680197589,0.019968915976970703,0.03457498078595833
0.031738730658163794,0.0945541027701664,0.07506960752792546,0.054169971734471245
0.03715979408886205,0.019695291227029066,0.006197533493300544,0.04385830752227382
0.045435230319648356,0.045455122005174764,0.013665078434277222,0.05569406105949559
0.04881063667407293,0.015368212036922846,0.020651142398011024,0.051240490541742734
0.05167925867573231,0.03818297309216978,0.0007348269015611808,0.05688865408854915
0.051142481343999124,0.004138786109308401,0.03455852267213816,0.04689852167869013
0.04969414730176669,0.03822273247442842,0.0016536609960741133,0.05164035899234698
0.04599577874541161,0.034366570159622634,0.0001573427080994172,0.04616423281226323
0.042028220473783184,0.031396826182805704,0.000710817194697233,0.04207365035431232
0.039035766494706636,0.03455994876311652,0.003957556198883383,0.041105587001561195
0.03691401491426172,0.04219187571326677,0.013072993759298435,0.041635922000796466
0.035454998378431135,0.034102789159645486,0.005422110344666109,0.03913032818361395
0.03483161452381245,0.03206339966583882,0.003382432195032592,0.038590555065666776
0.03466471532868265,0.03516775326527377,0.006574382651473143,0.03923142180322425
0.03452829127100221,0.0341184583891182,0.0055376614122295,0.03875282225130672
0.034416545332075055,0.03367614320489187,0.005075620726536945,0.038396639714644354
0.034285044319303126,0.033940047634271275,0.0053440743551204095,0.038200493572416616
0.03411414387844647,0.03389870493093239,0.00532045327491637,0.037923119901456026
0.033922308572773674,0.03379549696698558,0.005236981331902257,0.037644775727186386
0.03372436270331702,0.03425257337052212,0.005747983451711347,0.037503793766907934
0.03352490031022559,0.034415744564541106,0.0059695225630004844,0.03731338477700574
0.03334040677389438,0.0345249073373618,0.006133311943843034,0.03714155945145492
0.03317782171846262,0.03446234558357497,0.006111265546144162,0.03696758216682461
0.03303937527210743,0.03478733125977296,0.006493909117189833,0.03690187566713732
0.032917761441980775,0.034910017865671716,0.0066746851025619724,0.03680828184174634
0.032814686084924105,0.035096775477979625,0.006922864987296329,0.03674857090291206
0.03272825643434463,0.035062262650685905,0.00693717598907817,0.03666349482919684
0.032659415067101905,0.03505295160942601,0.006970517659161235,0.036605117481852356
0.03260397941857052,0.03518325948568579,0.007149623647746295,0.036588879137038566
0.03255728633057653,0.035242002366718816,0.007257500300574038,0.036564168379152884
0.03251848309899019,0.03529520496965077,0.007358985124367168,0.036546817593212544
0.03248654021964492,0.035302176347727365,0.007410128446001418,0.03652847211727217
0.03246117507954871,0.035292869085907785,0.007441184203962337,0.036514559411916725
0.032441305563995715,0.03533783480813124,0.0075275583046368055,0.03651730805272935
0.03242529570187802,0.0353539027399844,0.007583869936182652,0.03651686279110866
