Throttle_Control,Servo_Control,Voltage,Throttle_A,Throttle_B,Servo,Linear_X,Linear_Y,Linear_Z,Acceleration_X,Acceleration_Y,Acceleration_Z,Angular_X,Angular_Y,Angular_Z
0.0,1500,11.588000297546387,0.0,0.0,1500,0.0,0.0,0.0,0.24643507599830627,0.02392573468387127,9.366925239562988,-0.0002664400089997798,-0.0002664400089997798,0.0005328800179995596
0.0,1500,11.597000122070312,0.0,0.0,1500,0.0,0.0,0.0,0.27993109822273254,-0.04067374765872955,9.378888130187988,0.0005328800179995596,0.0002664400089997798,-0.0007993200561031699
0.0,1500,11.597000122070312,0.0,0.0,1500,0.0,0.0,0.0,0.24882765114307404,-0.016748014837503433,9.417169570922852,-0.0007993200561031699,-0.0005328800179995596,-0.0007993200561031699
0.0,1500,11.597999572753906,0.0,0.0,1500,0.0,0.0,0.0,0.24643507599830627,-0.028710881248116493,9.400421142578125,-0.0015986401122063398,0.0005328800179995596,0.0005328800179995596
0.0,1500,11.597999572753906,0.0,0.0,1500,0.0,0.0,0.0,0.277538537979126,-0.06459948420524597,9.333429336547852,0.0,0.0,-0.0007993200561031699
0.0,1500,11.60099983215332,0.0,0.0,1500,0.0,0.0,0.0,0.2129390388727188,-0.014355440624058247,9.378888130187988,-0.0005328800179995596,0.0007993200561031699,0.0
0.0,1500,11.60099983215332,0.0,0.0,1500,0.0,0.0,0.0,0.3014642596244812,0.02392573468387127,9.335822105407715,-0.0002664400089997798,-0.0005328800179995596,-0.0007993200561031699
0.0,1500,11.605999946594238,0.0,0.0,1500,0.0,0.0,0.0,0.2320796251296997,-0.05263661593198776,9.378888130187988,-0.0002664400089997798,-0.0005328800179995596,-0.0010657600359991193
0.0,1500,11.605999946594238,0.0,0.0,1500,0.0,0.0,0.0,0.21772418916225433,0.009570294059813023,9.287970542907715,-0.0010657600359991193,-0.0007993200561031699,-0.0005328800179995596
0.0,1500,11.564000129699707,0.0,0.0,1500,0.0,0.0,0.0,0.23686477541923523,0.06220691278576851,9.390851020812988,-0.0002664400089997798,-0.0002664400089997798,-0.0002664400089997798
0.0,1500,11.564000129699707,0.0,0.0,1500,0.0,0.0,0.0,0.2440425008535385,-0.05981433764100075,9.383673667907715,0.0,0.0002664400089997798,-0.0007993200561031699
0.0,1500,11.597999572753906,0.0,0.0,1500,0.0,0.0,0.0,0.22490191459655762,-0.0502440445125103,9.362139701843262,0.0,0.0005328800179995596,-0.0007993200561031699
0.0,1500,11.597999572753906,0.0,0.0,1500,0.0,0.0,0.0,0.2631830871105194,-0.03828117623925209,9.352569580078125,-0.0002664400089997798,-0.0007993200561031699,0.0018650800921022892
0.0,1500,11.607999801635742,0.0,0.0,1500,0.0,0.0,0.0,0.24882765114307404,0.0023925735149532557,9.333429336547852,-0.0013322000158950686,-0.0013322000158950686,0.0002664400089997798
0.0,1500,11.607999801635742,0.0,0.0,1500,0.0,0.0,0.0,0.23686477541923523,-0.04785146936774254,9.321466445922852,-0.0007993200561031699,-0.0005328800179995596,-0.0005328800179995596
0.0,1500,11.597999572753906,0.0,0.0,1500,0.0,0.0,0.0,0.265575647354126,-0.04785146936774254,9.347784996032715,-0.0010657600359991193,0.0,0.0
0.0,1500,11.597999572753906,0.0,0.0,1500,0.0,0.0,0.0,0.2703607976436615,-0.016748014837503433,9.395636558532715,-0.0005328800179995596,0.0,0.0
