Reference,Throttle_Control,Servo_Control,Voltage,Throttle_A,Throttle_B,Servo,Linear_X,Linear_Y,Linear_Z,Acceleration_X,Acceleration_Y,Acceleration_Z,Angular_X,Angular_Y,Angular_Z
0.38940793591813866,1.7697122497000457,1500,11.437000274658203,0.0,0.0,1500,0.0,0.0,0.0,0.15432098507881165,-0.033496029675006866,4.715762138366699,0.0001332200044998899,-0.0002664400089997798,0.0
0.38940793591813866,1.9739395675553435,1500,11.428000450134277,0.0,0.0,1500,0.0,0.0,0.0,0.19494073889392188,-0.04639810368575887,7.21424238751529,0.00026651886374237703,-0.00035535845388224213,-8.881333633325994e-05
0.38940793591813866,2.654216680894454,1500,11.428000450134277,0.0,0.0,1500,0.013000000268220901,0.0,0.00925000011920929,0.248493694288956,-0.08624919957733318,8.210574903185162,6.638076369735725e-05,4.7316337137184427e-07,0.000333892474231751
0.38940793591813866,3.333833271013242,1500,11.430000305175781,1.9716750383377075,1.9716750383377075,1500,0.03928318621665274,0.0,-0.030123882422744094,0.29803767956654564,0.06161925921689085,8.99725762651495,0.0065220996978475,-0.000642295830093162,0.001564289518977118
0.38940793591813866,3.8687992524218395,1500,11.470000267028809,1.9722027778625488,1.9722027778625488,1500,0.07363890558320074,0.0,-0.09292610771329297,0.5062968206050494,0.18397003525630545,9.343023217549238,0.009889396762723653,-0.0071020636162947536,0.004119450316904556
0.38940793591813866,4.229039207509654,1500,11.470000267028809,2.652437686920166,2.652437686920166,1500,0.1347613768421273,0.0,-0.06489919575883092,0.48524013748167905,0.14805591276719968,9.510266548302125,0.005401329771569066,0.00247103581347502,0.005580742203825506
0.38940793591813866,4.546161258709665,1500,11.484000205993652,3.3319549560546875,3.3319549560546875,1500,0.18694983571618773,0.0,-0.12298829144120796,0.6784617283216338,0.029647523816386537,9.579724285028266,0.0026691493101062658,0.0048609456203110475,0.007480368163820908
0.38940793591813866,4.714855792356816,1500,11.484000205993652,3.8662800788879395,3.8662800788879395,1500,0.24753026159273295,0.0,-0.11107292530831112,0.7422619838517336,0.03490256173807278,9.437509414442856,0.0030712377559308696,0.006006696777762109,0.0063727483253598685
0.38940793591813866,4.824230879985809,1500,11.503999710083008,4.227719783782959,4.227719783782959,1500,0.29814705425186877,0.0,-0.13175729551051693,0.9121568884673892,-0.14911130125472766,9.411152284703352,0.00824856498327779,0.0051963681458735604,0.006485486625891794
0.38940793591813866,4.835567367476046,1500,11.503999710083008,4.545677661895752,4.545677661895752,1500,0.34658385380743423,0.0,-0.1036140691157802,0.9246031142177281,0.09109533422113619,9.280668172669394,0.005451714094508805,0.00446676385909148,0.005599709822369769
0.38940793591813866,4.809141248295831,1500,11.496999740600586,4.712172985076904,4.712172985076904,1500,0.3826523226819998,0.0,-0.07368038045510121,0.811942131536977,0.6001363815242249,9.260052159188009,0.002589781607585118,0.007588887639928682,0.00765919448734774
0.38940793591813866,4.802808191600249,1500,11.496999740600586,4.822352409362793,4.822352409362793,1500,0.3962288536660868,0.0,-0.1001153891259737,0.6713411792835915,0.7956111306298962,9.208409695714359,0.003044426016138237,0.009803088058987216,0.012260305054317931
0.38940793591813866,4.79184907828797,1500,11.491999626159668,4.833024024963379,4.833024024963379,1500,0.39933586783447006,0.0,-0.1426631017217464,0.6454452463561514,0.30472049298587667,9.222044905099523,-0.002412505607010787,0.004204939013948017,0.012752140627750312
0.38940793591813866,4.764556894704029,1500,11.491999626159668,4.807486534118652,4.807486534118652,1500,0.4019775977876844,0.0,-0.17183929407174756,0.47307359848262276,0.5086875198536434,9.309171025675901,-0.006717369924345294,0.010316365850530784,0.01497751405507611
0.38940793591813866,4.691533175955526,1500,11.480999946594238,4.801290035247803,4.801290035247803,1500,0.4133491094213826,0.0,-0.1476551884483102,0.41889280841164406,0.7339869116969514,9.512342792767926,-0.000769895893140843,-0.005132402100017579,0.019151945594568794
0.38940793591813866,4.656264912685889,1500,11.480999946594238,4.790128707885742,4.790128707885742,1500,0.4140993388141122,0.0,-0.1790104542078123,0.498657548951344,0.587985189824147,9.416703851351457,-0.0038586963812335838,0.005847323481471519,0.02143059881972097
0.38940793591813866,4.5832940293154385,1500,11.479000091552734,4.762190818786621,4.762190818786621,1500,0.4199590552700021,0.0,-0.14715515724451564,0.3652416698547458,0.5280296962593628,9.41846097696805,-0.0061050664199531705,0.009023944554109604,0.020678515490162523
0.38940793591813866,4.535380554031324,1500,11.479000091552734,4.690446853637695,4.690446853637695,1500,0.41927709819041925,0.0,-0.1728032971403635,0.38557801905846145,0.40013324362926417,9.486671101406287,-0.006444114319116309,0.007214446657007732,0.01970357929140784
0.38940793591813866,4.480747900591422,1500,11.46399974822998,4.654065132141113,4.654065132141113,1500,0.41864498016037344,0.0,-0.20907899583502015,0.444684713172619,0.45274841200872973,9.491878926111523,-0.004184268754449345,0.0019480649852688693,0.021099026878811225
0.38940793591813866,4.411088928279166,1500,11.46399974822998,4.582415580749512,4.582415580749512,1500,0.4215470151556897,0.0,-0.16292376587986418,0.3692878503937128,0.25947969613782573,9.36717654627421,-0.0058691082088703685,0.005261795861384436,0.01973149296051018
0.38940793591813866,4.362498225577768,1500,11.470999717712402,4.534231185913086,4.534231185913086,1500,0.419594596360081,0.0,-0.1687925631053691,0.29412003883385357,0.19390290433321777,9.293817869109423,-0.00528931943010891,0.009220420982131002,0.022778688293350523
