/CAN/Yawrate1,/CAN/ENG_Trq_DMD,/CAN/VehicleSpeed,/CAN/AccPedal,/CAN/ENG_Trq_ZWR,/Plugins/Velocity_X,/GPS/Direction,/CAN/EngineTemperature
0.00021074562197422042,0.017722225744550707,0.0652868716704672,0.00220560626374431,0.003146392775471074,0.08531613692172388,0.0207335518995626,0.009545852341549949
0.00012750806118949978,0.016541992981794457,0.06524914474238389,0.0027917420103067588,0.008914588759217718,0.08516855037310775,0.020598340934426758,0.009376770626103731
0.0009118344928780563,0.01909331486474461,0.0652301295082624,0.0033161906090658916,0.004429612118234477,0.08534442564026669,0.020530004716039628,0.00927049889861245
0.0007057842997518909,0.019682196825133016,0.06517219352013567,0.0032513796746511184,0.00931949552452234,0.08541053784034615,0.020522997376842635,0.009170434962761403
0.0007903972093197785,0.01977926757625613,0.06520920928155322,0.003245694128108819,0.007906140846250034,0.08559806389444219,0.02053185757409868,0.009209861724064933
0.00012347846326011755,0.01977946407274149,0.06521561212651138,0.003172884163160458,0.007138226946285131,0.08572090942161482,0.02057206705999675,0.009281010404199402
0.00019831064011843758,0.019717156446809686,0.06524793510416384,0.0031048990331978485,0.006703694663040841,0.08576574818289356,0.020601767862371813,0.009366765884619294
0.000314130052362362,0.019634236836998192,0.06528155429832308,0.003080205881369119,0.006519582784383138,0.08574934688476535,0.020600907147726964,0.009413790406220118
0.0014751037587028195,0.02259215445895925,0.06531472245642514,0.0031004828333171808,0.006491638245368497,0.08572838841193287,0.02059355969220534,0.009428740314445655
1.2938942807395187e-05,0.014308589600114247,0.06529442285667998,0.002768970102696295,0.003208521316383467,0.08568574003251961,0.02059316032380718,0.009479412945192861
0.0004598478075212298,0.021241907577263547,0.06536386523667272,0.0035890674863706326,0.004674039116150469,0.0854800719265042,0.02057975813976779,0.009351146608605393
5.749910789978538e-05,0.019868697951930886,0.06535230433579894,0.003146361919131247,0.005615335265027097,0.08540219082048646,0.020613634467885618,0.009255704774017853
0.0002169697491737968,0.019647579523613595,0.06536426793547084,0.0031115070792515284,0.0059729426678403336,0.08534477266223862,0.020626910704890956,0.009189897625402094
0.0007712979300406996,0.019627636214810507,0.06534094749838903,0.003093414525047876,0.00610874350711639,0.08531339817011509,0.020641551776306298,0.009148581564214803
4.6813497259490244e-05,0.01965379267677636,0.06529538858672068,0.0030848200750873585,0.006123470945596704,0.08534843507244701,0.020634765214308355,0.009167975588699334
0.0002503511406859848,0.019643829372779212,0.06527862147574759,0.0030729976596197695,0.009731534990789034,0.08532530530650806,0.02064311390088478,0.009219065921892339
7.572990953531866e-05,0.019607788317873243,0.06528201772862681,0.003126220031194612,0.004287539455258602,0.08546162868172456,0.02066133041334358,0.009356502445247855
0.0009580629214753222,0.022616951014954062,0.06528586523990916,0.003087542696670678,0.00518503888365264,0.08536883732360065,0.020667695673355767,0.009429893751048718
0.0007747852851525874,0.020343171288192352,0.06531202741342301,0.0027391157262996735,0.006232469399184801,0.08525165889987757,0.020617197265492708,0.009518809155658364
