/CAN/AccPedal,/CAN/EngineSpeed_CAN,/CAN/VehicleSpeed,/GPS/Velocity,/Plugins/Accelerometer_X,/Plugins/Body_acceleration_X,/Plugins/Velocity_X,/CAN/WheelSpeed_RL
7.347144673324098e-05,0.0035455781327422657,0.0028185710142181117,0.001966692314931299,0.022366250362127305,0.02198877767874019,0.003394662114297828,0.0036567458131334177
0.00014119097131646934,0.004425741029296708,0.0027740554242471627,0.0019355332019215868,0.020028254714596294,0.01951574067499129,0.003378316966147696,0.0036179803293044654
0.00012190854981776987,0.00457068974871179,0.0028047080601857205,0.0019463043550426475,0.019023039201105096,0.018485160061281536,0.0033725019913786736,0.0036389343014715594
8.899408038917124e-05,0.004434340691839657,0.0028734433867559986,0.001984469975431117,0.021598474344304452,0.021170084632941566,0.0033879737897398593,0.003696138127362511
0.0001237687487880574,0.00406040270754502,0.0028553001391583843,0.0019801118467344565,0.022971708262598645,0.02253778679457441,0.0033762783483469866,0.003686448088893207
0.00015545130371551717,0.0040944463531440815,0.0027977244210525,0.001954763419777402,0.01943922768215195,0.01885144285990703,0.0033507675808691767,0.0036438574330512757
9.562201494180307e-05,0.0037263153215541106,0.002853135363689141,0.001987462891187366,0.023209314621707833,0.022816485244754214,0.0033750269202899724,0.003688235369420312
0.00014210923618308315,0.0037429936485027238,0.0027811437661602045,0.0019496721335394152,0.020071665182197607,0.01954736644619326,0.003349047896944013,0.003630062549730882
0.00011162231131700735,0.003943006595588411,0.0028219646927720096,0.001970908394400221,0.021625179012948192,0.021201795588152716,0.0033644324665463438,0.0036606948796408315
0.00013052775493343181,0.0041803018500343875,0.0028070881430851263,0.0019603275288935587,0.021815378291865584,0.021361895213653392,0.003347253385072829,0.003645587248820026
0.00014418518674621898,0.0035355109304262902,0.00279443890307602,0.0019509366993488812,0.022276161160524444,0.021762772650045337,0.0032691217971578534,0.0036320898884395145
0.0001416440959781575,0.003195541019362154,0.0027680373529961125,0.0019382332824946676,0.019274697985630196,0.018663495302563504,0.0032596337607474074,0.0036123957375199245
8.254894654171306e-05,0.003094458255843917,0.002838364728371817,0.001978292441654591,0.022240917704549945,0.021784769906605272,0.0032888268158453304,0.003671643020606033
0.0001199212354511623,0.0032086421447523952,0.002798219578694236,0.001956652296627153,0.02073893002230559,0.020184789637437084,0.0032764942243432987,0.003641534456147247
0.00011320451469569275,0.004037710640219322,0.0028103789802465667,0.001961501441359082,0.02308246036575684,0.022641144836410554,0.003295992000663203,0.003651970100637489
0.000154773705674743,0.00392866964052678,0.0027468250282680767,0.0019214544446794317,0.021512270537748346,0.021016333237629192,0.0032891786925686867,0.0035954817576426337
0.00012398880465941918,0.002777268830359815,0.002734276668121864,0.0019130166033626723,0.02017266171693266,0.019700686625955033,0.0033014156998110583,0.003582823305021514
7.682005764792117e-05,0.003218830518880139,0.002767602275726297,0.001934583030540813,0.0229481719521904,0.022618750584671776,0.0033351950875363523,0.003614822399381039
0.00013118535668723598,0.003945480201044682,0.0027094782218835267,0.00190025631834621,0.019834808825181516,0.019388834524447174,0.0033278617229618723,0.0035663251577344457
0.00010119864033518965,0.004779727644739905,0.002749729653415016,0.0019166438492149683,0.021632740107997095,0.021294390615243852,0.003357418991957517,0.0035938326149944216
